@relation ceshi

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute label {0,1}

@data
0,-0.193368,0.09091,0,0,0,0,-0.193368,0.42541,-0.193368,0,0.116021,0.116021,0.42541,0.1,0,-0.193368,0.116021,0.272728,0.116021,1,-0.193368,0.116021,0.454546,-0.193368,-0.193368,-0.193368,0.116021,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0.1,0,0.111112,0.111112,0,0,0,1
0,-0.190227,0.09091,0,0,0,0,-0.190227,0.114136,-0.190227,0,0.4185,-0.190227,0.114136,0.1,0,0.114136,0.114136,0.181819,0.114136,0,0.114136,0.114136,0.363637,-0.190227,-0.190227,-0.190227,0.114136,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.2,0,0.111112,0.111112,0,0,0,1
0,-0.147907,0.09091,0,0,0,0,-0.147907,0.088745,-0.147907,0,0.088745,0.088745,0.088745,0,0,0.088745,0.088745,0.181819,-0.147907,1,0.088745,0.088745,0.363637,0.088745,-0.147907,-0.147907,0.088745,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,1
0,-0.061775,0.09091,0,0,0,0,-0.061775,0.037065,0.037065,0,0.234743,0.037065,0.135904,0,0.1,-0.061775,-0.061775,0.181819,-0.061775,1,-0.061775,0.037065,0.636364,-0.061775,-0.061775,0.037065,-0.061775,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0.3,0,0,0,0,0,1,1
0,-0.056086,0.272728,1,0,0,0,-0.056086,0.033652,0.12339,0,0.12339,-0.056086,0.12339,0,0.2,-0.056086,-0.056086,0.272728,-0.056086,0,-0.056086,-0.056086,0.454546,-0.056086,0.033652,0.12339,-0.056086,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0,-0.062175,0.363637,1,0,0,0,-0.062175,-0.062175,0.136786,0,0.037305,0.037305,0.037305,0.1,0.2,-0.062175,-0.062175,0.181819,0.037305,0,-0.062175,-0.062175,0.363637,0.037305,0.037305,0.136786,-0.062175,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0.111112,0,0.1,0,0,0,0.1,0,0,1
0,-0.093496,0.181819,1,0,0,0,-0.093496,-0.093496,0.056098,0,0.205691,-0.093496,0.056098,0.1,0.1,-0.093496,0.056098,0.181819,0.056098,0,0.056098,0.205691,0.454546,-0.093496,-0.093496,0.056098,-0.093496,0.111112,0,0,0,0,0,0,0,0.1,0,0,0,0,0.111112,0,0.2,0,0,0,0,0,0,1
0.1,-0.095767,0,0,0,0,0,0.05746,0.210688,-0.095767,0,0.210688,-0.095767,0.363915,0,0,-0.095767,-0.095767,0.454546,-0.095767,0,0.05746,0.05746,0.454546,-0.095767,-0.095767,-0.095767,-0.095767,0,0,0,0.111112,0,0,0.111112,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0.1,-0.120405,0,0,0,0,0,0.072243,0.26489,-0.120405,0,0.26489,-0.120405,0.26489,0,0,-0.120405,-0.120405,0.363637,-0.120405,0,0.072243,0.072243,0.454546,-0.120405,-0.120405,-0.120405,0.072243,0,0,0,0.111112,0.1,0,0.111112,0,0,0,1,0,0,0,0,0.2,0,0,0,0,0,0,1
0.1,-0.17283,0,0,0,0,0,0.103698,0.380226,-0.17283,0,-0.17283,-0.17283,0.656754,0,0,-0.17283,-0.17283,0.454546,-0.17283,1,0.380226,0.103698,0.363637,-0.17283,-0.17283,-0.17283,0.103698,0,0.111112,0,0.111112,0.1,0,0.111112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.148949,0,0,0,0,0,0.08937,0.327688,-0.148949,0,0.08937,-0.148949,0.566007,0,0,-0.148949,-0.148949,0.454546,-0.148949,1,0.08937,0.08937,0.363637,-0.148949,-0.148949,-0.148949,0.08937,0,0.111112,0,0.111112,0.1,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,1
0,-0.148346,0,0,0,0,0,-0.148346,0.326362,-0.148346,0,0.089008,0.089008,0.326362,0,0,0.089008,-0.148346,0.272728,-0.148346,0,0.089008,0.089008,0.454546,-0.148346,-0.148346,-0.148346,0.089008,0,0.111112,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.088073,0,0,0,0,0,0.052844,0.052844,-0.088073,0,0.052844,0.19376,0.052844,0,0,0.19376,-0.088073,0.181819,-0.088073,1,-0.088073,0.19376,0.454546,-0.088073,-0.088073,-0.088073,-0.088073,0,0,0,0.111112,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.088217,0,0,0,0,0,0.05293,0.05293,-0.088217,0,0.05293,0.194076,0.05293,0,0,0.194076,-0.088217,0.181819,-0.088217,0,-0.088217,0.194076,0.363637,-0.088217,-0.088217,-0.088217,-0.088217,0,0,0,0.111112,0,0,0,1,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.082425,0.09091,0,0,0,0,0.049455,0.049455,-0.082425,0.111112,0.049455,-0.082425,-0.082425,0.1,0,0.313215,0.049455,0.272728,0.049455,1,0.049455,-0.082425,0.181819,-0.082425,-0.082425,-0.082425,0.049455,0,0,0,0,0.1,0,0,1,0,0,0,0,1,0,0,0.1,0,0.111112,0.111112,0,0,0,1
0.1,-0.12152,0.09091,0,0,0,0,0.072912,0.072912,-0.12152,0.111112,0.072912,-0.12152,0.072912,0.1,0,0.267345,0.072912,0.272728,0.072912,0,0.072912,-0.12152,0.272728,-0.12152,-0.12152,-0.12152,0.072912,0,0,0,0,0.1,0,0,1,0,0,1,0,0,0,0,0.1,0,0.111112,0.111112,0,0,0,1
0.1,-0.096269,0,0,0,0,0,0.057761,0.057761,-0.096269,0.111112,0.211792,-0.096269,0.211792,0,0,0.211792,-0.096269,0.363637,-0.096269,0,0.057761,-0.096269,0.363637,-0.096269,-0.096269,-0.096269,0.057761,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0,-0.177576,0.09091,0,0,0,0,-0.177576,0.106545,-0.177576,0,0.390666,-0.177576,0.390666,0,0,0.390666,0.106545,0.181819,-0.177576,1,0.106545,0.106545,0.363637,-0.177576,-0.177576,-0.177576,-0.177576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0.1,-0.082266,0.09091,1,0,0,0,0.04936,0.04936,0.04936,0,0.180985,0.04936,-0.082266,0,0.1,0.04936,0.04936,0.272728,-0.082266,0,-0.082266,0.04936,0.363637,-0.082266,-0.082266,-0.082266,0.04936,0.111112,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0.1,-0.074319,0.09091,0,0,0,0,0.044592,0.044592,0.044592,0.111112,0.044592,0.163503,-0.074319,0,0.1,0.044592,-0.074319,0.272728,-0.074319,1,-0.074319,0.044592,0.272728,-0.074319,-0.074319,-0.074319,0.163503,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.074981,0,0,0,0,0,0.044989,0.044989,-0.074981,0.111112,0.044989,0.164958,-0.074981,0,0,0.164958,-0.074981,0.272728,-0.074981,0,-0.074981,0.044989,0.272728,-0.074981,-0.074981,-0.074981,0.164958,0,0,0,0,0.2,0,0,1,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,1
0,-0.06834,0.09091,0,0,0,0,-0.06834,0.041004,0.041004,0,-0.06834,0.150348,-0.06834,0,0.1,0.150348,-0.06834,0.181819,-0.06834,1,-0.06834,0.041004,0.272728,-0.06834,-0.06834,0.041004,0.150348,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.103023,0.09091,1,0,0,0,-0.103023,0.061814,0.061814,0,-0.103023,0.061814,0.061814,0,0.1,0.061814,-0.103023,0.272728,-0.103023,0,0.061814,0.061814,0.272728,-0.103023,-0.103023,0.061814,0.226651,0,0.111112,0,0,0.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.087437,0.181819,0,0,0,0,-0.087437,-0.087437,0.052462,0,-0.087437,0.052462,0.052462,0,0.1,0.192361,0.052462,0.181819,-0.087437,0,0.052462,0.052462,0.181819,-0.087437,-0.087437,0.052462,0.052462,0,0.111112,0,0,0.1,0,0,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,-0.140348,0.181819,0,0,0,0,-0.140348,0.084209,-0.140348,0,0.533322,-0.140348,0.084209,0.2,0,-0.140348,0.084209,0.09091,0.308765,1,-0.140348,0.084209,0.545455,-0.140348,-0.140348,0.084209,-0.140348,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0.111112,0,0.3,0,0.111112,0.111112,0,0,0,1
0,0.074067,0.181819,0,0,0,0,-0.123445,-0.123445,-0.123445,0,0.074067,0.074067,-0.123445,0.1,0,0.271579,-0.123445,0.09091,0.074067,0,0.074067,0.074067,0.363637,-0.123445,-0.123445,0.074067,0.074067,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0.111112,0.1,0.111112,0,0,0,0,0,1
0,-0.132581,0.09091,0,0,0,1,-0.132581,0.291677,-0.132581,0,0.291677,0.079548,0.291677,0.1,0,-0.132581,-0.132581,0.181819,0.079548,1,-0.132581,0.079548,0.636364,-0.132581,-0.132581,0.079548,-0.132581,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.111112,0,0.2,0,0,0,0,0,0,1
0,-0.077678,0.181819,0,0,0,0,-0.077678,0.170892,0.046607,0,0.170892,-0.077678,0.170892,0.1,0.1,-0.077678,-0.077678,0.272728,0.046607,1,-0.077678,-0.077678,0.545455,-0.077678,-0.077678,0.170892,-0.077678,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0.111112,0,0.2,0,0,0,0,0,0,1
0,-0.065292,0.09091,1,0,0,0,-0.065292,0.039175,0.039175,0,0.143643,-0.065292,0.143643,0,0.1,0.143643,-0.065292,0.272728,-0.065292,0,-0.065292,-0.065292,0.363637,-0.065292,-0.065292,0.039175,0.039175,0,0,0,0,0.1,0,0,1,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0,-0.050235,0.09091,0,0,0,0,-0.050235,0.030141,0.030141,0,0.030141,-0.050235,0.030141,0,0.1,0.271271,-0.050235,0.181819,-0.050235,1,-0.050235,-0.050235,0.272728,-0.050235,-0.050235,0.030141,0.030141,0,0,0,0,0.1,0,0,0,0.1,0,0,1,1,0,0,0.1,0,0,0,0,0,0,1
0,-0.111751,0.181819,0,0,0,0,-0.111751,0.067051,-0.111751,0,0.245853,0.067051,0.067051,0.1,0,0.067051,0.067051,0.09091,0.067051,1,-0.111751,-0.111751,0.454546,0.067051,-0.111751,0.067051,-0.111751,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.111112,0,0.2,0,0,0,0.1,0,0,1
0,0.060056,0.181819,0,0,0,0,-0.100093,-0.100093,-0.100093,0,0.060056,0.060056,-0.100093,0.1,0,-0.100093,0.060056,0.09091,0.060056,0,0.060056,0.380353,0.363637,-0.100093,-0.100093,-0.100093,0.060056,0,0,0.1,0,0.1,0,0,1,0,0,0,0,0,0,0.111112,0.1,0,0,0,0,0,1,1
0.2,-0.051311,0.09091,0,0,0.111112,0,0.112884,0.030787,-0.051311,0.111112,0.030787,0.112884,-0.051311,0,0,0.112884,-0.051311,0.272728,-0.051311,1,-0.051311,-0.051311,0.272728,0.030787,-0.051311,-0.051311,0.030787,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,1
0.2,-0.056062,0.09091,0,0,0.111112,0,0.123337,0.033638,-0.056062,0.111112,0.033638,0.123337,-0.056062,0,0,0.123337,-0.056062,0.272728,-0.056062,0,-0.056062,-0.056062,0.272728,-0.056062,-0.056062,0.033638,0.033638,0,0,0,0,0.1,0,0,1,0.1,0,1,0,0,0,0,0.1,0,0,0,0,0,0,1
0.2,-0.07163,0.09091,0,0,0.111112,0,0.157586,0.042978,-0.07163,0.111112,0.042978,0.157586,-0.07163,0.1,0,0.042978,-0.07163,0.272728,0.042978,0,-0.07163,-0.07163,0.363637,-0.07163,-0.07163,0.042978,0.042978,0,0,0,0,0.1,0,0,0,0.1,0,1,1,0,0.111112,0,0.1,0,0,0,0,0,0,1
0,-0.137556,0.272728,0,0,0,1,-0.137556,0.082533,-0.137556,0,-0.137556,0.082533,-0.137556,0.2,0,0.082533,0.082533,0.09091,0.302623,1,-0.137556,-0.137556,0.272728,0.082533,-0.137556,0.302623,0.082533,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0.111112,0,0,0,0.111112,0,0.1,0.111112,1,1
0,-0.080289,0.181819,0,0,0,1,-0.080289,0.048174,-0.080289,0,0.176637,0.176637,-0.080289,0.1,0,-0.080289,-0.080289,0.09091,0.048174,1,-0.080289,0.048174,0.545455,0.048174,0.048174,0.048174,-0.080289,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.111112,0,0.2,0,0,0,0.1,0,0,1
0,-0.153672,0,0,0,0,0,-0.153672,0.338078,-0.153672,0,0.092203,0.338078,0.338078,0,0,-0.153672,-0.153672,0.272728,-0.153672,0,0.092203,0.338078,0.454546,-0.153672,-0.153672,-0.153672,-0.153672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0,-0.150464,0,0,0,0,0,-0.150464,0.331021,-0.150464,0,0.331021,-0.150464,0.571763,0,0,-0.150464,-0.150464,0.272728,-0.150464,1,0.090278,0.331021,0.545455,-0.150464,-0.150464,-0.150464,-0.150464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0,-0.134215,0,0,0,0,0,-0.134215,0.295273,-0.134215,0,0.295273,-0.134215,0.510017,0,0,0.080529,-0.134215,0.363637,-0.134215,1,0.080529,0.080529,0.454546,-0.134215,-0.134215,-0.134215,-0.134215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,0,0,1
0,-0.13601,0,0,0,0,0,-0.13601,0.081606,-0.13601,0,0.081606,0.081606,0.081606,0,0,0.299223,-0.13601,0.272728,-0.13601,0,0.081606,0.081606,0.272728,-0.13601,-0.13601,-0.13601,0.299223,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0,-0.093857,0,0,0,0,0,-0.093857,0.056314,-0.093857,0,-0.093857,0.056314,0.056314,0,0,0.356656,-0.093857,0.272728,-0.093857,1,0.206485,-0.093857,0.181819,-0.093857,-0.093857,-0.093857,0.206485,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.089639,0,0,0,0,0,0.053783,0.197206,-0.089639,0.111112,-0.089639,0.053783,0.053783,0,0,0.197206,-0.089639,0.363637,-0.089639,0,0.053783,-0.089639,0.272728,-0.089639,-0.089639,-0.089639,0.197206,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.061702,0.181819,0,0,0,0,0.061702,0.061702,-0.102836,0.111112,-0.102836,0.061702,0.061702,0,0,0.22624,-0.102836,0.272728,-0.102836,1,0.061702,-0.102836,0.181819,-0.102836,-0.102836,0.061702,0.061702,0,0,0.1,0,0.1,0,0,0,0.1,0,0,1,0,0,0,0,0.111112,0,0,0,0,0,1
0.1,0.07238,0.181819,0,0,0,0,0.07238,0.07238,0.07238,0.111112,-0.120633,0.07238,0.07238,0,0.1,0.07238,-0.120633,0.363637,-0.120633,0,0.07238,-0.120633,0.181819,-0.120633,-0.120633,0.07238,0.07238,0,0,0.1,0,0.1,0,0,1,0.1,0,1,0,0,0,0,0,0.111112,0,0,0,0,0,1
0,0.048564,0.181819,1,0,0,1,-0.080941,0.048564,0.048564,0,0.048564,0.048564,0.178069,0,0.1,-0.080941,-0.080941,0.272728,-0.080941,0,-0.080941,0.048564,0.363637,-0.080941,-0.080941,0.048564,0.048564,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0.111112,0,0,0,0,0,1
0,0.0441,0.181819,0,0,0,0,-0.0735,0.0441,0.0441,0,0.0441,-0.0735,0.1617,0,0.1,0.1617,-0.0735,0.181819,-0.0735,1,-0.0735,0.0441,0.363637,-0.0735,-0.0735,0.0441,-0.0735,0,0,0.1,0,0,0,0,0,0.1,0,0,1,1,0,0,0.1,0.111112,0,0,0,0,0,1
0,-0.04302,0.272728,0,0,0,1,-0.04302,-0.04302,-0.04302,0,-0.04302,0.094644,0.025812,0,0,0.025812,-0.04302,0.09091,-0.04302,0,0.025812,-0.04302,0.272728,0.163476,-0.04302,0.094644,-0.04302,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0,1,1
0,-0.074376,0.09091,0,0,0,0,-0.074376,0.044626,-0.074376,0,-0.074376,0.044626,-0.074376,0,0,0.282629,-0.074376,0.181819,-0.074376,1,0.044626,-0.074376,0.181819,0.044626,-0.074376,0.044626,0.163627,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0,-0.075358,0.09091,0,0,0,0,-0.075358,0.045215,-0.075358,0,-0.075358,0.165788,-0.075358,0,0,0.165788,-0.075358,0.181819,-0.075358,0,0.045215,-0.075358,0.181819,0.045215,-0.075358,0.045215,0.165788,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0.1,-0.060571,0.181819,0,0,0,1,0.036343,-0.060571,-0.060571,0.111112,-0.060571,0.133257,-0.060571,0,0,0.036343,0.036343,0.181819,-0.060571,0,0.036343,-0.060571,0.181819,0.133257,-0.060571,0.036343,0.036343,0,0,0,0,0.1,0,0.111112,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1
0.1,-0.059702,0.272728,0,0,0,0,0.035821,-0.059702,-0.059702,0.111112,-0.059702,0.131346,-0.059702,0,0,-0.059702,0.035821,0.181819,-0.059702,0,0.035821,-0.059702,0.181819,0.131346,-0.059702,0.131346,0.035821,0,0,0,0,0.1,0,0.111112,0,0.2,0,1,0,1,0,0,0,0,0,0,0.2,0,1,1
0,-0.050201,0.272728,1,0,0,0,-0.050201,-0.050201,0.110442,0,-0.050201,0.110442,-0.050201,0,0.2,-0.050201,0.110442,0.181819,-0.050201,0,-0.050201,0.030121,0.181819,0.030121,-0.050201,0.030121,0.030121,0.111112,0,0,0,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0.1,-0.066514,0.181819,1,0.111112,0,0,0.039908,-0.066514,0.039908,0,-0.066514,0.146331,-0.066514,0.1,0.1,-0.066514,0.039908,0.272728,0.039908,0,-0.066514,0.146331,0.272728,-0.066514,0.039908,-0.066514,0.039908,0.111112,0,0,0,0.1,0,0,0,0,0.111112,0,0,0,0,0,0,0,0,0,0,0,1,1
0.1,-0.063136,0.272728,0,0.111112,0,1,0.037881,-0.063136,0.037881,0,-0.063136,0.138899,-0.063136,0.1,0.1,-0.063136,0.037881,0.181819,0.037881,0,-0.063136,0.138899,0.272728,-0.063136,0.037881,0.037881,-0.063136,0.111112,0,0,0,0,0,0,0,0.1,0.111112,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.080203,0.181819,1,0,0,0,-0.080203,-0.080203,0.048122,0,0.048122,0.176446,0.048122,0.1,0.1,0.048122,-0.080203,0.09091,0.048122,0,-0.080203,0.176446,0.454546,-0.080203,-0.080203,0.048122,-0.080203,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0,-0.054937,0.181819,0,0,0,0,-0.054937,0.032962,0.120861,0,0.032962,0.032962,-0.054937,0,0.2,0.032962,-0.054937,0.272728,-0.054937,1,-0.054937,0.032962,0.272728,-0.054937,0.120861,-0.054937,0.032962,0,0,0,0,0.1,0.222223,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0,-0.060398,0.181819,1,0,0,0,-0.060398,0.036239,0.132877,0,-0.060398,0.036239,0.036239,0,0.2,0.036239,-0.060398,0.363637,-0.060398,0,0.036239,-0.060398,0.181819,-0.060398,0.132877,-0.060398,0.036239,0,0.111112,0,0,0.1,0.222223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,-0.075495,0.272728,1,0,0,0,-0.075495,0.045297,0.166089,0,0.045297,-0.075495,0.045297,0,0.2,-0.075495,-0.075495,0.363637,-0.075495,0,0.045297,-0.075495,0.272728,-0.075495,0.166089,0.045297,0.045297,0,0.111112,0,0,0.1,0.222223,0,0,0.1,0,0,1,1,0,0,0.1,0,0,0,0,0,0,1
0,-0.073674,0.272728,0,0,0,0,-0.073674,-0.073674,0.162082,0,0.044204,0.044204,0.044204,0,0.2,-0.073674,-0.073674,0.272728,-0.073674,0,0.044204,-0.073674,0.272728,0.044204,0.044204,0.044204,0.044204,0,0.111112,0,0,0.1,0.111112,0,0,0.1,0,0,1,1,0,0,0.1,0,0,0,0.1,0,0,1
0,0.052153,0.272728,0,0,0,0,-0.086921,0.052153,-0.086921,0,0.191227,0.052153,0.052153,0.1,0,-0.086921,0.052153,0.09091,0.052153,1,-0.086921,-0.086921,0.454546,0.052153,-0.086921,0.052153,-0.086921,0,0,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0.111112,0.2,0.111112,0,0,0.1,0,0,1
0,0.229791,0.363637,0,0,0,1,-0.10445,0.06267,-0.10445,0,0.06267,0.06267,-0.10445,0.1,0,-0.10445,0.06267,0.09091,0.06267,1,-0.10445,-0.10445,0.363637,0.06267,-0.10445,0.06267,0.06267,0,0,0.2,0,0.1,0,0,0,0.1,0,0,0,1,0,0.111112,0.1,0.111112,0,0,0.1,0,1,1
0.1,-0.085156,0.272728,1,0.111112,0,0,0.051094,-0.085156,0.051094,0,0.051094,-0.085156,-0.085156,0,0.1,-0.085156,0.051094,0.272728,-0.085156,0,0.051094,-0.085156,0.181819,0.187344,0.051094,0.051094,0.051094,0.111112,0,0,0,0.1,0,0,0,0.1,0.111112,0,0,1,0,0,0.1,0,0,0,0.2,0,1,1
0.1,-0.07888,0.272728,0,0.111112,0,1,0.047328,-0.07888,0.047328,0,-0.07888,-0.07888,-0.07888,0,0.1,0.047328,0.047328,0.272728,-0.07888,0,0.047328,-0.07888,0.09091,0.173535,0.047328,0.047328,0.047328,0.111112,0,0,0,0.1,0,0,0,0.1,0.111112,1,0,0,0,0,0,0,0,0,0.2,0,0,1
0.1,-0.069981,0.181819,0,0.111112,0,1,0.041988,-0.069981,0.041988,0,-0.069981,0.153957,-0.069981,0,0.1,0.041988,-0.069981,0.272728,-0.069981,0,0.041988,0.041988,0.181819,0.041988,0.041988,-0.069981,0.041988,0,0,0,0,0.1,0,0,0,0,0.111112,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0,-0.099263,0.09091,0,0,0,0,-0.099263,-0.099263,-0.099263,0,0.059558,0.218378,-0.099263,0,0,0.218378,-0.099263,0.09091,-0.099263,0,0.059558,0.059558,0.363637,0.059558,-0.099263,0.059558,0.059558,0,0,0,0,0.1,0,0,1,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,1
0,0.052207,0.272728,0,0,0,0,-0.087011,0.191425,-0.087011,0,-0.087011,0.052207,0.191425,0.1,0,-0.087011,-0.087011,0.181819,0.052207,1,-0.087011,-0.087011,0.454546,0.052207,-0.087011,0.191425,-0.087011,0,0,0.1,0,0,0,0,0,0.2,0,0,0,1,0.111112,0,0,0.111112,0,0,0.1,0,0,1
0,-0.10468,0.272728,0,0,0,0,-0.10468,0.230295,-0.10468,0,0.062808,0.062808,0.230295,0.1,0,-0.10468,-0.10468,0.181819,0.062808,1,-0.10468,-0.10468,0.454546,0.062808,-0.10468,0.230295,-0.10468,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0.111112,0,0.1,0,0,0.111112,0.1,0,1,1
0,-0.072295,0.181819,1,0,0,0,-0.072295,-0.072295,0.043377,0,0.043377,0.15905,-0.072295,0.1,0.1,0.043377,-0.072295,0.09091,0.043377,0,-0.072295,0.043377,0.454546,-0.072295,-0.072295,0.15905,0.043377,0,0,0,0,0.1,0,0,1,0.2,0,0,0,0,0.111112,0,0.1,0,0,0.111112,0,0,0,1
0,-0.141614,0.09091,0,0,0,1,-0.141614,0.084968,-0.141614,0,0.311551,0.311551,0.084968,0.1,0,-0.141614,-0.141614,0.09091,0.084968,1,-0.141614,0.311551,0.636364,-0.141614,-0.141614,0.084968,-0.141614,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.111112,0,0.2,0,0,0,0,0,0,1
0,-0.058518,0.09091,0,0,0,0,-0.058518,0.035111,-0.058518,0,0.315994,0.035111,-0.058518,0,0,0.035111,0.035111,0.09091,-0.058518,1,-0.058518,-0.058518,0.545455,0.035111,-0.058518,-0.058518,0.035111,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.4,0,0,0,0.1,0,1,1
0,-0.130635,0.272728,0,0,0,0,-0.130635,0.078381,-0.130635,0,-0.130635,0.287398,-0.130635,0.1,0,0.078381,0.078381,0.09091,0.078381,1,-0.130635,0.078381,0.272728,0.078381,0.078381,0.078381,-0.130635,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0.2,-0.044278,0.09091,0,0,0.111112,0,0.097411,0.097411,-0.044278,0.111112,-0.044278,0.168255,-0.044278,0,0,-0.044278,-0.044278,0.363637,-0.044278,1,-0.044278,-0.044278,0.272728,0.026567,-0.044278,0.026567,0.026567,0,0,0,0,0.1,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0.1,0,0,1
0.2,-0.061704,0.09091,0,0,0.111112,0,0.135749,0.135749,-0.061704,0.111112,-0.061704,0.135749,-0.061704,0,0,-0.061704,-0.061704,0.363637,-0.061704,0,-0.061704,-0.061704,0.272728,0.037022,-0.061704,0.037022,0.135749,0,0,0,0,0.2,0,0,1,0.1,0,1,0,0,0,0,0,0,0,0,0.1,0,0,1
0.2,-0.06253,0.181819,0,0,0.111112,0,0.137565,0.137565,-0.06253,0.111112,-0.06253,0.137565,-0.06253,0,0,-0.06253,0.037518,0.363637,-0.06253,0,-0.06253,-0.06253,0.181819,0.037518,-0.06253,-0.06253,0.137565,0,0,0,0,0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,0,0,1
